function,category,n_train,best_degree,C_train,C_test,deltaC,R2_train,R2_test,gap,d_deltaC,d_gap,d_R2_train,d_R2_test,d2_deltaC,d2_gap,deltaC_ratio
sine_high,B_oscillatory,180,10,10412.012427430345,4933.19870769346,-5478.813719736885,0.4012010134222195,0.333513498779927,0.0676875146422925,183.0779017556144,-0.00042166642997832347,-0.00042166642997832347,0.0,21.904598314331658,-6.472519798084801e-05,0.59940819330792
sine_high,B_oscillatory,200,10,8811.732136504752,4933.19870769346,-3878.5334288112917,0.3908211401084881,0.333513498779927,0.05730764132856114,80.01401454627967,-0.0005189936656865679,-0.0005189936656865679,0.0,-5.1531943604667365,-4.86636178541222e-06,0.7079148201077284
sine_high,B_oscillatory,220,10,5159.817522210095,4933.19870769346,-226.6188145166352,0.40805145218315586,0.333513498779927,0.07453795340322888,182.59573071473284,0.000861515603733387,0.000861515603733387,0.0,5.1290858084226585,6.902546347099774e-05,0.058428996082184145
sine_high,B_oscillatory,240,10,7223.322872842676,4933.19870769346,-2290.1241651492155,0.4074681307403487,0.333513498779927,0.07395463196042174,-103.17526753162902,-2.916607214035749e-05,-2.916607214035749e-05,0.0,-14.288549912318093,-4.4534083793687223e-05,10.10562238635798
sine_high,B_oscillatory,260,10,4557.9849322431155,4933.19870769346,375.21377545034466,0.380746602457707,0.333513498779927,0.04723310367778,133.266897029978,-0.001336076414132087,-0.001336076414132087,0.0,11.82210822808035,-6.534551709958648e-05,-0.16383992674296644
sine_high,B_oscillatory,280,10,4639.601993767376,4933.19870769346,293.5967139260838,0.39337455148901135,0.333513498779927,0.05986105270908437,-4.080853076213043,0.0006313974515652187,0.0006313974515652187,0.0,-6.867387505309551,9.837369328486527e-05,0.7824785046169981
sine_high,B_oscillatory,300,10,5503.868307008885,4933.19870769346,-570.6695993154244,0.3746316030546709,0.333513498779927,0.04111810427474394,-43.21331566207541,-0.0009371474217170217,-0.0009371474217170217,0.0,-1.9566231292931182,-7.842724366411203e-05,-1.9437193001386819
sine_high,B_oscillatory,320,10,4453.15832764494,4933.19870769346,480.0403800485201,0.37155585034004435,0.333513498779927,0.03804235156011737,52.535498968197224,-0.00015378763573132838,-0.00015378763573132838,0.0,4.787440731513632,3.916798929928467e-05,-0.841187931903814
sine_high,B_oscillatory,340,10,3853.067967389596,4933.19870769346,1080.130740303864,0.38496489844567416,0.333513498779927,0.05145139966574719,30.0045180127672,0.0006704524052814909,0.0006704524052814909,0.0,-1.1265490477715012,4.121200205064096e-05,2.250083087165896
sine_high,B_oscillatory,360,10,3246.329902801272,4933.19870769346,1686.868804892188,0.37112877276270984,0.333513498779927,0.03761527398278286,30.3369032294162,-0.0006918062841482165,-0.0006918062841482165,0.0,0.016619260832450067,-6.811293447148535e-05,1.5617265039763941
sine_high,B_oscillatory,380,10,3284.7253065941827,4933.19870769346,1648.4734010992775,0.3754037949720559,0.333513498779927,0.04189029619212892,-1.9197701896455328,0.00021375111046730287,0.00021375111046730287,0.0,-1.6128336709530866,4.5277869730775965e-05,0.9772386544338494
sine_high,B_oscillatory,400,10,3134.002093183908,4933.19870769346,1799.196614509552,0.36916992641733504,0.333513498779927,0.03565642763740806,7.536160670513732,-0.0003116934277360428,-0.0003116934277360428,0.0,0.47279654300796325,-2.6272226910167287e-05,1.0914319959968815
sine_high,B_oscillatory,420,10,3026.803435155225,4933.19870769346,1906.395272538235,0.35957755039911776,0.333513498779927,0.026064051619190787,5.359932901434149,-0.00047961880091086374,-0.00047961880091086374,0.0,-0.10881138845397915,-8.396268658741047e-06,1.05958140270173
sine_high,B_oscillatory,440,10,2808.99289202505,4933.19870769346,2124.20581566841,0.36483702781640337,0.333513498779927,0.031323529036476394,10.890527156508757,0.0002629738708642804,0.0002629738708642804,0.0,0.2765297127537304,3.712963358875721e-05,1.1142525615058703
sine_high,B_oscillatory,460,10,2884.6537731526273,4933.19870769346,2048.544934540833,0.360578485948301,0.333513498779927,0.027064987168374022,-3.783044056378867,-0.00021292709340511862,-0.00021292709340511862,0.0,-0.7336785606443812,-2.379504821346995e-05,0.9643815676571954
sine_high,B_oscillatory,480,10,2652.678939232505,4933.19870769346,2280.519768460955,0.3513806538990808,0.333513498779927,0.01786715511915382,11.598741696006119,-0.00045989160246101004,-0.00045989160246101004,0.0,0.7690892876192492,-1.234822545279457e-05,1.1132388311375352
sine_high,B_oscillatory,500,10,2590.447179843966,4933.19870769346,2342.7515278494943,0.34657985370822764,0.333513498779927,0.01306635492830066,3.1115879694269553,-0.00024004000954265802,-0.00024004000954265802,0.0,-0.4243576863289582,1.0992579645917601e-05,1.0272884104094118
step,C_discontinuous,20,10,35474.05281524818,3331.399758524887,-32142.65305672329,0.973580055775624,0.8932170469855263,0.08036300879009772,,,,,,,
step,C_discontinuous,40,10,12576.760458626957,3331.399758524887,-9245.36070010207,0.9340419594165362,0.8932170469855263,0.04082491243100994,1144.864617831061,-0.001976904817954389,-0.001976904817954389,0.0,,,0.2876352702991396
step,C_discontinuous,60,10,4579.475558661945,3331.399758524887,-1248.0758001370577,0.913139315076944,0.8932170469855263,0.019922268091417727,399.8642449982506,-0.0010451322169796108,-0.0010451322169796108,0.0,-37.25001864164052,4.658863004873891e-05,0.13499481963135077
step,C_discontinuous,80,10,8407.689339099272,3331.399758524887,-5076.289580574385,0.9351955466226909,0.8932170469855263,0.0419784996371646,-191.41068902186635,0.0011028115772873438,0.0011028115772873438,0.0,-29.563746701005847,0.00010739718971334772,4.067292691691427
step,C_discontinuous,100,10,1677.2592245530418,3331.399758524887,1654.1405339718453,0.9127352611223779,0.8932170469855263,0.01951821413685162,336.52150572731153,-0.001123014275015649,-0.001123014275015649,0.0,26.396609737458892,-0.00011129129261514964,-0.3258562199252389
step,C_discontinuous,120,10,2601.9240815599896,3331.399758524887,729.4756769648975,0.908792015188805,0.8932170469855263,0.01557496820327875,-46.233242850347395,-0.00019716229667864348,-0.00019716229667864348,0.0,-19.137737428882946,4.6292598916850274e-05,0.440999819533661
step,C_discontinuous,140,10,2051.430520868552,3331.399758524887,1279.9692376563353,0.906770239411502,0.8932170469855263,0.013553192425975746,27.524678034571888,-0.00010108878886515016,-0.00010108878886515016,0.0,3.6878960442459645,4.803675390674666e-06,1.7546427908081268
step,C_discontinuous,160,10,2593.553312945295,3331.399758524887,737.846445579592,0.900880071291674,0.8932170469855263,0.0076630243061477366,-27.106139603837164,-0.0002945084059914005,-0.0002945084059914005,0.0,-2.731540881920453,-9.670980856312516e-06,0.5764563896321544
step,C_discontinuous,180,10,3825.2038183823347,3331.399758524887,-493.80405985744756,0.9078748816301526,0.8932170469855263,0.014657834644626333,-61.58252527185198,0.00034974051692392984,0.00034974051692392984,0.0,-1.7238192834007406,3.221244614576652e-05,-0.6692504420341219
step,C_discontinuous,200,10,2439.5170482921035,3331.399758524887,891.8827102327837,0.9065769418913423,0.8932170469855263,0.013359894905816017,69.28433850451157,-6.489698694051583e-05,-6.489698694051583e-05,0.0,6.543343188818177,-2.073187519322228e-05,-1.806146977589156
step,C_discontinuous,220,10,1201.9458633567651,3331.399758524887,2129.453895168122,0.9140975390200031,0.8932170469855263,0.02088049203447684,61.87855924676692,0.0003760298564330411,0.0003760298564330411,0.0,-0.3702889628872324,2.2046342168677844e-05,2.387594098121186
step,C_discontinuous,240,10,4874.053989320535,3331.399758524887,-1542.654230795648,0.9095676501034362,0.8932170469855263,0.016350603117909923,-183.60540629818848,-0.00022649444582834577,-0.00022649444582834577,0.0,-12.27419827724777,-3.012621511306934e-05,-0.7244365488710682
step,C_discontinuous,260,10,2099.223690012328,3331.399758524887,1232.1760685125591,0.9098330969575537,0.8932170469855263,0.01661604997202737,138.74151496541035,1.3272342705872298e-05,1.3272342705872298e-05,0.0,16.11734606317994,1.1988339426710904e-05,-0.7987376846443711
step,C_discontinuous,280,10,2609.865005188419,3331.399758524887,721.5347533364679,0.9057389164220693,0.8932170469855263,0.012521869436542987,-25.53206575880456,-0.0002047090267742191,-0.0002047090267742191,0.0,-8.213679036210745,-1.089906847400457e-05,0.5855776392471898
step,C_discontinuous,300,10,3802.968512022131,3331.399758524887,-471.56875349724396,0.9158156647439479,0.8932170469855263,0.022598617758421646,-59.65517534168559,0.000503837416093933,0.000503837416093933,0.0,-1.7061554791440514,3.54273221434076e-05,-0.6535634649843967
step,C_discontinuous,320,10,3426.537671658237,3331.399758524887,-95.13791313334968,0.9096595225554145,0.8932170469855263,0.016442475569888204,18.821542018194712,-0.0003078071094266721,-0.0003078071094266721,0.0,3.923835867994015,-4.058222627603026e-05,0.20174770365463943
step,C_discontinuous,340,10,2962.869398793477,3331.399758524887,368.53035973141004,0.9155104140376884,0.8932170469855263,0.022293367052162116,23.183413643237987,0.0002925445741136956,0.0002925445741136956,0.0,0.21809358125216374,3.0017584177018385e-05,-3.873643509658036
step,C_discontinuous,360,10,2306.6510166114026,3331.399758524887,1024.7487419134845,0.9136494257924873,0.8932170469855263,0.020432378806961027,32.81091910910372,-9.304941226005447e-05,-9.304941226005447e-05,0.0,0.4813752732932867,-1.9279699318687505e-05,2.780635882102998
step,C_discontinuous,380,10,2915.6622203109796,3331.399758524887,415.73753821390756,0.904106994768841,0.8932170469855263,0.010889947783314757,-30.450560184978848,-0.0004771215511823135,-0.0004771215511823135,0.0,-3.1630739647041284,-1.920360694611295e-05,0.40569704670982326
step,C_discontinuous,400,10,3155.7994286402063,3331.399758524887,175.60032988468083,0.9100372791536341,0.8932170469855263,0.016820232168107796,-12.006860416461336,0.00029651421923965193,0.00029651421923965193,0.0,0.9221849884258756,3.8681788521098274e-05,0.42238266633101096
step,C_discontinuous,420,10,2947.802674973351,3331.399758524887,383.59708355153634,0.9057743544463206,0.8932170469855263,0.01255730746079431,10.399837683342776,-0.00021314623536567435,-0.00021314623536567435,0.0,1.1203349049902056,-2.548302273026631e-05,2.1844895382796254
step,C_discontinuous,440,10,2514.9002219027716,3331.399758524887,816.4995366221156,0.9076032884351485,0.8932170469855263,0.014386241449622195,21.64512265352896,9.144669944139428e-05,9.144669944139428e-05,0.0,0.5622642485093092,1.5229646740353432e-05,2.1285342658566346
step,C_discontinuous,460,10,2014.2859133165541,3331.399758524887,1317.113845208333,0.9082647766575506,0.8932170469855263,0.01504772967202428,25.030715429310874,3.307441112010423e-05,3.307441112010423e-05,0.0,0.16927963878909563,-2.9186144160645025e-06,1.6131225874998958
step,C_discontinuous,480,10,1683.9483203539558,3331.399758524887,1647.4514381709314,0.9077855736351208,0.8932170469855263,0.014568526649594515,16.51687964812992,-2.3960151121488195e-05,-2.3960151121488195e-05,0.0,-0.42569178905904775,-2.851728112079621e-06,1.2508041306864766
step,C_discontinuous,500,10,1213.732034591562,3331.399758524887,2117.667723933325,0.9090158863157671,0.8932170469855263,0.015798839330240844,23.510814288119672,6.151563403231642e-05,6.151563403231642e-05,0.0,0.34969673199948764,4.27378925769023e-06,1.2854204226404675
abs,C_discontinuous,20,10,2616.0364518721453,546.3986593846263,-2069.637792487519,0.8689627352936758,0.6671741242104483,0.20178861108322754,,,,,,,
abs,C_discontinuous,40,10,5378.3456059799555,546.3986593846263,-4831.946946595329,0.7556960933407634,0.6671741242104483,0.08852196913031507,-138.1154577053905,-0.0056633320976456234,-0.0056633320976456234,0.0,,,2.3346824087454268
abs,C_discontinuous,60,10,6739.321956299042,546.3986593846263,-6192.923296914415,0.7961316263294134,0.6671741242104483,0.12895750211896506,-68.04881751595431,0.0020217766494324994,0.0020217766494324994,0.0,3.5033320094718094,0.00038425543735390614,1.2816621054331014
abs,C_discontinuous,80,10,8899.702703856392,546.3986593846263,-8353.304044471766,0.6938000428154547,0.6671741242104483,0.026625918605006405,-108.01903737786756,-0.005116579175697933,-0.005116579175697933,0.0,-1.9985109930956626,-0.0003569177912565216,1.3488466825729535
abs,C_discontinuous,100,10,8288.211439459292,546.3986593846263,-7741.812780074665,0.7838206342126515,0.6671741242104483,0.11664651000220316,30.574563219855055,0.004501029569859838,0.004501029569859838,0.0,6.929680029886131,0.0004808804372778886,0.926796479435968
abs,C_discontinuous,120,10,3588.6800771597636,546.3986593846263,-3042.2814177751375,0.7146873133604503,0.6671741242104483,0.04751318915000202,234.97656811497637,-0.003456666042610057,-0.003456666042610057,0.0,10.220100244756065,-0.00039788478062349476,0.39296757803355153
abs,C_discontinuous,140,10,4781.959573533782,546.3986593846263,-4235.560914149155,0.6654872576918429,0.6671741242104483,-0.00168686651860539,-59.66397481870088,-0.0024600027834303707,-0.0024600027834303707,0.0,-14.732027146683862,4.983316295898432e-05,1.3922317933515431
abs,C_discontinuous,160,10,1334.3513896605145,546.3986593846263,-787.9527302758883,0.6758730360959309,0.6671741242104483,0.008698911885482552,172.38040919366333,0.0005192889202043971,0.0005192889202043971,0.0,11.602219200618212,0.0001489645851817384,0.1860326757770578
abs,C_discontinuous,180,10,795.6375959898261,546.3986593846263,-249.2389366051998,0.6879761706273965,0.6671741242104483,0.02080204641694816,26.935689683534424,0.0006051567265732804,0.0006051567265732804,0.0,-7.272235975506445,4.293390318444167e-06,0.31631204135549223
abs,C_discontinuous,200,10,2512.831741298596,546.3986593846263,-1966.43308191397,0.7057224495980607,0.6671741242104483,0.03854832538761244,-85.85970726543852,0.0008873139485332138,0.0008873139485332138,0.0,-5.639769847448647,1.410786109799667e-05,7.889750729553325
abs,C_discontinuous,220,10,4951.630775949703,546.3986593846263,-4405.2321165650765,0.7247282909851648,0.6671741242104483,0.057554166774716475,-121.93995173255533,0.000950292069355202,0.000950292069355202,0.0,-1.8040122233558407,3.1489060410994076e-06,2.240214608410357
abs,C_discontinuous,240,10,4022.5920776409216,546.3986593846263,-3476.1934182562954,0.7057044804998812,0.6671741242104483,0.03853035628943291,46.451934915439054,-0.0009511905242641783,-0.0009511905242641783,0.0,8.41959433239972,-9.507412968096901e-05,0.7891056194711512
abs,C_discontinuous,260,10,2214.686346393103,546.3986593846263,-1668.287687008477,0.6599847797393347,0.6671741242104483,-0.0071893444711136345,90.39528656239092,-0.0022859850380273273,-0.0022859850380273273,0.0,2.1971675823475936,-6.673972568815745e-05,0.47991796953729693
abs,C_discontinuous,280,10,2716.5452726483127,546.3986593846263,-2170.1466132636865,0.6932879449398625,0.6671741242104483,0.02611382072941415,-25.09294631276048,0.0016651582600263892,0.0016651582600263892,0.0,-5.77441164375757,0.0001975571649026858,1.300822771853653
abs,C_discontinuous,300,10,986.4126119825177,546.3986593846263,-440.0139525978914,0.6723775899604206,0.6671741242104483,0.005203465749972325,86.50663303328976,-0.0010455177489720913,-0.0010455177489720913,0.0,5.5799789673025115,-0.00013553380044992403,0.20275770766296466
abs,C_discontinuous,320,10,230.07417629683505,546.3986593846263,316.32448308779124,0.6692196313409791,0.6671741242104483,0.002045507130530755,37.81692178428413,-0.0001578979309720785,-0.0001578979309720785,0.0,-2.4344855624502815,4.438099090000064e-05,-0.7188964832141714
abs,C_discontinuous,340,10,865.5997863969169,546.3986593846263,-319.2011270122906,0.7062335820226056,0.6671741242104483,0.03905945781215725,-31.77628050500409,0.0018506975340813248,0.0018506975340813248,0.0,-3.4796601144644113,0.00010042977325267017,-1.0090939654636248
abs,C_discontinuous,360,10,1837.637121569972,546.3986593846263,-1291.2384621853457,0.7118751809884876,0.6671741242104483,0.04470105677803926,-48.601866758652754,0.00028207994829410055,0.00028207994829410055,0.0,-0.8412793126824332,-7.843087928936122e-05,4.045218994905452
abs,C_discontinuous,380,10,159.1591653525805,546.3986593846263,387.2394940320458,0.6833598425718512,0.6671741242104483,0.016185718361402923,83.92389781086958,-0.0014257669208318168,-0.0014257669208318168,0.0,6.626288228476116,-8.539234345629587e-05,-0.2998977380031459
abs,C_discontinuous,400,10,374.5090496723677,546.3986593846263,171.88960971225856,0.6498411377095248,0.6671741242104483,-0.01733298650092352,-10.767494215989363,-0.0016759352431163221,-0.0016759352431163221,0.0,-4.734569601342947,-1.2508416114225267e-05,0.4438845013521114
abs,C_discontinuous,420,10,184.9046434954174,546.3986593846263,361.49401588920887,0.6399826762654383,0.6671741242104483,-0.02719144794501005,9.480220308847516,-0.0004929230722043265,-0.0004929230722043265,0.0,1.012385726241844,5.9150608545599784e-05,2.103059146473985
abs,C_discontinuous,440,10,624.1800216287537,546.3986593846263,-77.78136224412742,0.6966600998301193,0.6671741242104483,0.029485975619671034,-21.963768906666814,0.002833871178234054,0.002833871178234054,0.0,-1.5721994607757164,0.00016633971252191904,-0.2151663895536405
abs,C_discontinuous,460,10,1152.919526141645,546.3986593846263,-606.5208667570188,0.6850963664583263,0.6671741242104483,0.017922242247877973,-26.436975225644566,-0.0005781866685896531,-0.0005781866685896531,0.0,-0.2236603159488876,-0.00017060289234118535,7.797766061918153
abs,C_discontinuous,480,10,2225.9897797051544,546.3986593846263,-1679.5911203205283,0.689259679165953,0.6671741242104483,0.022085554955504683,-53.65351267817548,0.00020816563538133547,0.00020816563538133547,0.0,-1.3608268726265458,3.931761519854943e-05,2.7692223176113697
abs,C_discontinuous,500,10,3028.18580474402,546.3986593846263,-2481.787145359394,0.6651262955881524,0.6671741242104483,-0.002047828622295911,-40.10980125194328,-0.0012066691788900296,-0.0012066691788900296,0.0,0.67718557131161,-7.074174071356825e-05,1.477613875980588
exp,D_exponential,20,10,1958.993199412631,248.39641715370172,-1710.5967822589291,0.9840209872179099,0.9635890267883113,0.020431960429598606,,,,,,,
exp,D_exponential,40,10,271.06448987565113,248.39641715370172,-22.668072721949414,0.974668841297122,0.9635890267883113,0.011079814508810681,84.39643547684899,-0.0004676072960393962,-0.0004676072960393962,0.0,,,0.013251558144529586
exp,D_exponential,60,10,394.97131976697415,248.39641715370172,-146.57490261327243,0.9750533341749158,0.9635890267883113,0.011464307386604533,-6.195341494566151,1.9224643889692582e-05,1.9224643889692582e-05,0.0,-4.529588848570757,2.4341596996454438e-05,6.466138714622372
exp,D_exponential,80,10,2147.881469008768,248.39641715370172,-1899.485051855066,0.9719064866881718,0.9635890267883113,0.008317459899860546,-87.64550746208968,-0.00015734237433719933,-0.00015734237433719933,0.0,-4.072508298376176,-8.828350911344595e-06,12.959142513413253
exp,D_exponential,100,10,1034.4453521753742,248.39641715370172,-786.0489350216725,0.9697351618017053,0.9635890267883113,0.006146135013394005,55.67180584166967,-0.00010856624432332706,-0.00010856624432332706,0.0,7.165865665187968,2.438806500693613e-06,0.4138221220819849
exp,D_exponential,120,10,207.9391131298546,248.39641715370172,40.457304023847115,0.9654542895317366,0.9635890267883113,0.0018652627434253555,41.32531195227598,-0.00021404361349843247,-0.00021404361349843247,0.0,-0.7173246944696846,-5.273868458755271e-06,-0.05146919259261085
exp,D_exponential,140,10,447.0508337095672,248.39641715370172,-198.65441655586548,0.9644525975489019,0.9635890267883113,0.0008635707605906262,-11.95558602898563,-5.0084599141736465e-05,-5.0084599141736465e-05,0.0,-2.6640448990630805,8.1979507178348e-06,-4.910223786507643
exp,D_exponential,160,10,214.12890370640469,248.39641715370172,34.267513447297034,0.9624083159546075,0.9635890267883113,-0.0011807108337037464,11.646096500158126,-0.00010221407971471863,-0.00010221407971471863,0.0,1.180084126457188,-2.606474028649108e-06,-0.1724981203106569
exp,D_exponential,180,10,548.0974661983498,248.39641715370172,-299.70104904464813,0.9647288816418502,0.9635890267883113,0.0011398548535389574,-16.698428124597257,0.00011602828436213519,0.00011602828436213519,0.0,-1.4172262312377693,1.0912118203842691e-05,-8.745923438698995
exp,D_exponential,200,10,105.13681328289337,248.39641715370172,143.25960387080835,0.9652115264944602,0.9635890267883113,0.0016224997061489166,22.148032645772822,2.4132242630497957e-05,2.4132242630497957e-05,0.0,1.942323038518504,-4.5948020865818614e-06,-0.4780083497454364
exp,D_exponential,220,10,562.2066331244667,248.39641715370172,-313.81021597076506,0.9660281052396785,0.9635890267883113,0.0024390784513672603,-22.85349099207867,4.082893726091719e-05,4.082893726091719e-05,0.0,-2.2500761818925747,8.348347315209616e-07,-2.190500374786457
exp,D_exponential,240,10,1070.2469218207923,248.39641715370172,-821.8505046670906,0.9657417006254134,0.9635890267883113,0.002152673837102159,-25.402014434816277,-1.4320230713255055e-05,-1.4320230713255055e-05,0.0,-0.1274261721368804,-2.7574583987086124e-06,2.618941203442705
exp,D_exponential,260,10,80.45421410511497,248.39641715370172,167.94220304858675,0.9632662923570405,0.9635890267883113,-0.00032273443127073254,49.48963538578387,-0.00012377041341864458,-0.00012377041341864458,0.0,3.7445824910300076,-5.472509135269476e-06,-0.20434641348381916
exp,D_exponential,280,10,175.16956886056346,248.39641715370172,73.22684829313826,0.9635082765273371,0.9635890267883113,-8.075026097420501e-05,-4.7357677377724245,1.2099208514826376e-05,1.2099208514826376e-05,0.0,-2.711270156177815,6.793481096673547e-06,0.43602410212490345
exp,D_exponential,300,10,478.0621281190462,248.39641715370172,-229.66571096534446,0.9646715764830386,0.9635890267883113,0.0010825496947273194,-15.144627962924137,5.816499778507622e-05,5.816499778507622e-05,0.0,-0.5204430112575856,2.3032894635124922e-06,-3.1363593588782837
exp,D_exponential,320,10,268.1800877428285,248.39641715370172,-19.783670589126785,0.9665060085661923,0.9635890267883113,0.0029169817778810225,10.494102018810883,9.172160415768515e-05,9.172160415768515e-05,0.0,1.281936499086751,1.6778303186304465e-06,0.08614115927872251
