function,category,n_train,best_degree,C_train,C_test,deltaC,R2_train,R2_test,gap,d_deltaC,d_gap,d_R2_train,d_R2_test,d2_deltaC,d2_gap,deltaC_ratio
exp,D_exponential,340,10,151.46218261590866,248.39641715370172,96.93423453779306,0.9634421271101811,0.9635890267883113,-0.00014689967813019678,5.835895256345992,-0.00015319407280056096,-0.00015319407280056096,0.0,-0.23291033812324455,-1.2245783847912307e-05,-4.899709288076635
exp,D_exponential,360,10,54.227962944775086,248.39641715370172,194.16845420892662,0.9637097869068201,0.9635890267883113,0.00012076011850881141,4.861710983556678,1.338298983195041e-05,1.338298983195041e-05,0.0,-0.0487092136394657,8.328853131625568e-06,2.0030947284493545
exp,D_exponential,380,10,264.7171905129421,248.39641715370172,-16.320773359240405,0.9618150993893253,0.9635890267883113,-0.0017739273989859639,-10.52446137840835,-9.473437587473877e-05,-9.473437587473877e-05,0.0,-0.7693086180982515,-5.405868285334459e-06,-0.08405471128527983
exp,D_exponential,400,10,335.0893087516114,248.39641715370172,-86.69289159790966,0.9611089624267677,0.9635890267883113,-0.002480064361543577,-3.518605911933463,-3.5306848127880654e-05,-3.5306848127880654e-05,0.0,0.35029277332374437,2.9713763873429057e-06,5.311812724170106
exp,D_exponential,420,10,238.26849620979675,248.39641715370172,10.127920943904968,0.9620862692633868,0.9635890267883113,-0.0015027575249244585,4.841040627090732,4.886534183095592e-05,4.886534183095592e-05,0.0,0.4179823269512097,4.2086094979418285e-06,-0.11682527548947476
exp,D_exponential,440,10,153.97762636407313,248.39641715370172,94.41879078962859,0.9599615410628298,0.9635890267883113,-0.0036274857254814385,4.214543492286181,-0.000106236410027849,-0.000106236410027849,0.0,-0.03132485674022756,-7.755087592940245e-06,9.32262320298326
exp,D_exponential,460,10,59.3674355710556,248.39641715370172,189.0289815826461,0.9628553566669477,0.9635890267883113,-0.0007336701213636054,4.7305095396508765,0.00014469078020589165,0.00014469078020589165,0.0,0.025798302368234792,1.254635951168703e-05,2.002027138896699
exp,D_exponential,480,10,173.4401164322772,248.39641715370172,74.95630072142453,0.9636247312921932,0.9635890267883113,3.5704503881905936e-05,-5.703634043061079,3.846873126227557e-05,3.846873126227557e-05,0.0,-0.5217071791355978,-5.311102447180803e-06,0.39653337860603444
exp,D_exponential,500,10,314.2086231042363,248.39641715370172,-65.8122059505346,0.9637211562852337,0.9635890267883113,0.00013212949692242848,-7.0384253335979565,4.821249652026127e-06,4.821249652026127e-06,0.0,-0.06673956452684386,-1.682374080512472e-06,-0.8780076566895424
sigmoid,D_exponential,20,10,5992.016669203048,752.1806393831139,-5239.836029819934,0.9732237740331044,0.9399301461405276,0.03329362789257684,,,,,,,
sigmoid,D_exponential,40,10,757.2186068376184,752.1806393831139,-5.037967454504496,0.959719693657199,0.9399301461405276,0.01978954751667139,261.73990311827146,-0.0006752040187952724,-0.0006752040187952724,0.0,,,0.0009614742571777814
sigmoid,D_exponential,60,10,1043.1266722980054,752.1806393831139,-290.9460329148915,0.958571841035587,0.9399301461405276,0.018641694895059402,-14.29540327301935,-5.739263108059944e-05,-5.739263108059944e-05,0.0,-13.801765319564542,3.089056938573365e-05,57.75067734007566
sigmoid,D_exponential,80,10,6094.430613007905,752.1806393831139,-5342.249973624791,0.9557899280705764,0.9399301461405276,0.015859781930048777,-252.56519703549498,-0.0001390956482505312,-0.0001390956482505312,0.0,-11.91348968812378,-4.085150858496588e-06,18.36165257213706
sigmoid,D_exponential,100,10,2874.4487108158455,752.1806393831139,-2122.2680714327316,0.9526544124392959,0.9399301461405276,0.012724266298768327,160.99909510960296,-0.0001567757815640225,-0.0001567757815640225,0.0,20.678214607254898,-8.840066656745638e-07,0.3972610944659228
sigmoid,D_exponential,120,10,512.8863887631023,752.1806393831139,239.29425062001155,0.9463166491048817,0.9399301461405276,0.006386502964354057,118.07811610263715,-0.0003168881667207135,-0.0003168881667207135,0.0,-2.1460489503482902,-8.005619257834551e-06,-0.11275401719560588
sigmoid,D_exponential,140,10,1177.6885970746118,752.1806393831139,-425.50795769149795,0.9449841004959537,0.9399301461405276,0.005053954355426105,-33.24011041557547,-6.662743044639763e-05,-6.662743044639763e-05,0.0,-7.565911325910631,1.2513036813715793e-05,-1.7781787760842835
sigmoid,D_exponential,160,10,630.9787320932909,752.1806393831139,121.201907289823,0.9417147844481358,0.9399301461405276,0.0017846383076082217,27.335493249066047,-0.00016346580239089413,-0.00016346580239089413,0.0,3.028780183232076,-4.841918597224825e-06,-0.2848405184884859
sigmoid,D_exponential,180,10,1559.174589944239,752.1806393831139,-806.9939505611251,0.9464147620106983,0.9399301461405276,0.006484615870170685,-46.4097928925474,0.00023499887812812316,0.00023499887812812316,0.0,-3.6872643070806723,1.9923234025950866e-05,-6.658261149565971
sigmoid,D_exponential,200,10,213.28912128983993,752.1806393831139,538.8915180932739,0.9467575578275289,0.9399301461405276,0.006827411687001295,67.29427343271996,1.71397908415305e-05,1.71397908415305e-05,0.0,5.685203316263368,-1.0892954364329633e-05,-0.6677764036751054
sigmoid,D_exponential,220,10,1494.5675609358616,752.1806393831139,-742.3869215527477,0.9484307282387906,0.9399301461405276,0.008500582098262988,-64.06392198230108,8.365852056308465e-05,8.365852056308465e-05,0.0,-6.5679097707510525,3.325936486077708e-06,-1.3776184939400955
sigmoid,D_exponential,240,10,3004.829857096229,752.1806393831139,-2252.649217713115,0.9477446983971176,0.9399301461405276,0.007814552256590002,-75.51311480801836,-3.4301492083649296e-05,-3.4301492083649296e-05,0.0,-0.5724596412858638,-5.898000632336697e-06,3.034333111636128
sigmoid,D_exponential,260,10,149.98580595511442,752.1806393831139,602.1948334279995,0.9425801661568594,0.9399301461405276,0.0026500200163317444,142.74220255705572,-0.00025822661201291286,-0.00025822661201291286,0.0,10.912765868253704,-1.1196255996463178e-05,-0.2673273888774154
sigmoid,D_exponential,280,10,407.2386765809099,752.1806393831139,344.941962802204,0.9437022746597588,0.9399301461405276,0.003772128519231144,-12.862643531289773,5.610542514496997e-05,5.610542514496997e-05,0.0,-7.780242304417274,1.5716601857894143e-05,0.5728079080961535
sigmoid,D_exponential,300,10,1341.0135589515467,752.1806393831139,-588.8329195684328,0.945478811867751,0.9399301461405276,0.005548665727223345,-46.68874411853184,8.882686039961007e-05,8.882686039961007e-05,0.0,-1.6913050293621033,1.6360717627320052e-06,-1.7070492519522198
sigmoid,D_exponential,320,10,757.9608903329616,752.1806393831139,-5.780250949847755,0.9482478287793473,0.9399301461405276,0.008317682638819712,29.15263343092925,0.00013845084557981835,0.00013845084557981835,0.0,3.792068877473054,2.4811992590104143e-06,0.009816453458621529
sigmoid,D_exponential,340,10,443.4001385321489,752.1806393831139,308.780500850965,0.9433273453654847,0.9399301461405276,0.0033971992249570704,15.728037590040637,-0.0002460241706931321,-0.0002460241706931321,0.0,-0.6712297920444306,-1.9223750813647523e-05,-53.41991265259823
sigmoid,D_exponential,360,10,83.50845087527378,752.1806393831139,668.6721885078401,0.9438540197353069,0.9399301461405276,0.0039238735947793035,17.994584382843758,2.633371849111166e-05,2.633371849111166e-05,0.0,0.11332733964015604,1.361789445921219e-05,2.165525953436352
sigmoid,D_exponential,380,10,757.1314346814215,752.1806393831139,-4.950795298307639,0.9405449838818541,0.9399301461405276,0.0006148377413265349,-33.68114919030739,-0.00016545179267263844,-0.00016545179267263844,0.0,-2.5837866786575576,-9.589275558187504e-06,-0.007403919862968238
sigmoid,D_exponential,400,10,948.6508375185857,752.1806393831139,-196.47019813547183,0.9400632086404979,0.9399301461405276,0.000133062499970249,-9.57597014185821,-2.4088762067814296e-05,-2.4088762067814296e-05,0.0,1.2052589524224588,7.068151530241207e-06,39.68457314375984
sigmoid,D_exponential,420,10,681.2291602898626,752.1806393831139,70.95147909325124,0.9407516734430181,0.9399301461405276,0.0008215273024905212,13.371083861436153,3.442324012601361e-05,3.442324012601361e-05,0.0,1.1473527001647181,2.9256001096913956e-06,-0.3611309998492909
sigmoid,D_exponential,440,10,443.8182537678902,752.1806393831139,308.3623856152237,0.9380738515837309,0.9399301461405276,-0.0018562945567967004,11.870545326098622,-0.00013389109296436109,-0.00013389109296436109,0.0,-0.07502692676687657,-8.415716654518735e-06,4.346102287874003
sigmoid,D_exponential,460,10,181.4549707727104,752.1806393831139,570.7256686104035,0.9416934331999801,0.9399301461405276,0.0017632870594525007,13.118164149758993,0.00018097908081246005,0.00018097908081246005,0.0,0.062380941183018554,1.5743508688841058e-05,1.8508277767787096
sigmoid,D_exponential,480,10,410.798756000366,752.1806393831139,341.3818833827479,0.9415221491360641,0.9399301461405276,0.0015920029955365234,-11.467189261382781,-8.564203195798869e-06,-8.564203195798869e-06,0.0,-1.2292676705570886,-9.477164200412945e-06,0.5981540732414238
sigmoid,D_exponential,500,10,799.2044897285651,752.1806393831139,-47.02385034545125,0.9423555878013433,0.9399301461405276,0.002425441660815708,-19.42028668640996,4.167193326395924e-05,4.167193326395924e-05,0.0,-0.3976548712513589,2.5118068229879053e-06,-0.13774559411147608
noisy,E_noisy,20,10,22344.50365045653,2387.2954460424985,-19957.20820441403,0.9333294648196507,0.7870568005207068,0.14627266429894392,,,,,,,
noisy,E_noisy,40,10,16570.673582576976,2387.2954460424985,-14183.378136534477,0.9044076913505869,0.7870568005207068,0.11735089082988004,288.69150339397765,-0.0014460886734531941,-0.0014460886734531941,0.0,,,0.710689490797489
noisy,E_noisy,60,10,4153.826680978411,2387.2954460424985,-1766.5312349359124,0.8352464204890537,0.7870568005207068,0.04818961996834692,620.8423450799282,-0.003458063543076656,-0.003458063543076656,0.0,16.607542084297528,-0.0001005987434811731,0.12454939986303865
noisy,E_noisy,80,10,9215.367781383278,2387.2954460424985,-6828.072335340779,0.8785942255508934,0.7870568005207068,0.09153742503018658,-253.07705502024336,0.002167390253091983,0.002167390253091983,0.0,-43.69597000500858,0.00028127268980843195,3.8652429123838807
noisy,E_noisy,100,10,1930.9793804770798,2387.2954460424985,456.31606556541874,0.8295345538474461,0.7870568005207068,0.04247775332673931,364.2194200453099,-0.0024529835851723634,-0.0024529835851723634,0.0,30.864823753277665,-0.00023101869191321733,-0.06682941292282672
noisy,E_noisy,120,10,6992.127860657558,2387.2954460424985,-4604.832414615059,0.810246719286988,0.7870568005207068,0.02318991876628118,-253.05742400902392,-0.0009643917280229064,-0.0009643917280229064,0.0,-30.863842202716693,7.442959285747285e-05,-10.091322138547184
noisy,E_noisy,140,10,3754.241547582045,2387.2954460424985,-1366.9461015395464,0.8531101494398539,0.7870568005207068,0.06605334891914705,161.89431565377564,0.0021431715076432934,0.0021431715076432934,0.0,20.74758698313998,0.00015537816178331,0.2968503473006012
noisy,E_noisy,160,10,1109.9911550282413,2387.2954460424985,1277.3042910142572,0.8461850867919115,0.7870568005207068,0.0591282862712047,132.21251962769017,-0.0003462531323971174,-0.0003462531323971174,0.0,-1.4840898013042731,-0.00012447123200202054,-0.9344218397314067
noisy,E_noisy,180,10,4708.8735066201125,2387.2954460424985,-2321.578060577614,0.8293184259358761,0.7870568005207068,0.04226162541516931,-179.94411757959355,-0.0008433330428017693,-0.0008433330428017693,0.0,-15.607831860364186,-2.4853995520232595e-05,-1.817560683785177
noisy,E_noisy,200,10,1134.92155657538,2387.2954460424985,1252.3738894671185,0.833542459232721,0.7870568005207068,0.046485658712014155,178.69759750223662,0.00021120166484224213,0.00021120166484224213,0.0,17.93208575409151,5.272673538220058e-05,-0.5394493989814518
noisy,E_noisy,220,10,3103.4501354302765,2387.2954460424985,-716.154689387778,0.8365195413324424,0.7870568005207068,0.04946274081173563,-98.42642894274482,0.00014885410498607365,0.00014885410498607365,0.0,-13.856201322249072,-3.117377992808424e-06,-0.5718377677871421
noisy,E_noisy,240,10,3104.4523049979853,2387.2954460424985,-717.1568589554868,0.8333959889194436,0.7870568005207068,0.04633918839873674,-0.05010847838543668,-0.00015617762064994433,-0.00015617762064994433,0.0,4.918816023217969,-1.5251586281800897e-05,1.0013993758367559
noisy,E_noisy,260,10,2241.490086979884,2387.2954460424985,145.80535906261457,0.8195222931574607,0.7870568005207068,0.03246549263675391,43.14811090090507,-0.0006936847880991415,-0.0006936847880991415,0.0,2.1599109689645255,-2.6875358372459854e-05,-0.20331027618556816
noisy,E_noisy,280,10,330.09158642050625,2387.2954460424985,2057.2038596219923,0.8092133334440772,0.7870568005207068,0.022156532923370387,95.56992502796888,-0.0005154479856691763,-0.0005154479856691763,0.0,2.6210907063531907,8.911840121498258e-06,14.109247237877915
noisy,E_noisy,300,10,1740.2137363555794,2387.2954460424985,647.0817096869191,0.8222112461916548,0.7870568005207068,0.03515444567094794,-70.50610749675366,0.0006498956373788778,0.0006498956373788778,0.0,-8.303801626236126,5.826718115240271e-05,0.31454428138484014
noisy,E_noisy,320,10,93.50222867852443,2387.2954460424985,2293.7932173639742,0.8309813500517846,0.7870568005207068,0.04392454953107783,82.33557538385276,0.00043850519300649425,0.00043850519300649425,0.0,7.642084144030321,-1.0569522218619178e-05,3.544827775264722
noisy,E_noisy,340,10,264.7355074832318,2387.2954460424985,2122.559938559267,0.8277625451430894,0.7870568005207068,0.040705744622382634,-8.561663940235372,-0.00016094024543475972,-0.00016094024543475972,0.0,-4.544861966204406,-2.99722719220627e-05,0.9253492958700573
noisy,E_noisy,360,10,1142.9531663977843,2387.2954460424985,1244.3422796447142,0.842167064852944,0.7870568005207068,0.0551102643322372,-43.910882945727636,0.0007202259854927284,0.0007202259854927284,0.0,-1.7674609502746133,4.405831154637441e-05,0.5862460027815932
noisy,E_noisy,380,10,833.2953333704133,2387.2954460424985,1554.0001126720852,0.820630817156212,0.7870568005207068,0.03357401663550519,15.48289165136855,-0.0010768123848366006,-0.0010768123848366006,0.0,2.969688729854809,-8.985191851646646e-05,1.2488526172363
noisy,E_noisy,400,10,1998.9494764408043,2387.2954460424985,388.34596960169415,0.8181683399954545,0.7870568005207068,0.03111153947474765,-58.28270715351955,-0.00012312385803787685,-0.00012312385803787685,0.0,-3.688279940244405,4.7684426339936194e-05,0.24990086322061958
noisy,E_noisy,420,10,74.05500020806014,2387.2954460424985,2313.2404458344386,0.7988428325350759,0.7870568005207068,0.011786032014369119,96.24472381163721,-0.0009662753730189267,-0.0009662753730189267,0.0,7.7263715482578395,-4.2157575749052495e-05,5.956648521953264
noisy,E_noisy,440,10,2392.42665026585,2387.2954460424985,-5.131204223351688,0.8001671362017854,0.7870568005207068,0.013110335681078555,-115.9185825028895,6.621518333547183e-05,6.621518333547183e-05,0.0,-10.608165315726335,5.162452781771993e-05,-0.002218188875519486
noisy,E_noisy,460,10,380.3010669320522,2387.2954460424985,2006.9943791104463,0.8165070827394572,0.7870568005207068,0.029450282218750345,100.6062791666899,0.0008169973268835895,0.0008169973268835895,0.0,10.826243083478971,3.753910717740589e-05,-391.1351588729952
noisy,E_noisy,480,10,510.66781102142824,2387.2954460424985,1876.6276350210703,0.8282808293414338,0.7870568005207068,0.041224028820726955,-6.518337204468798,0.0005886873300988305,0.0005886873300988305,0.0,-5.356230818557934,-1.141549983923795e-05,0.9350437921270323
noisy,E_noisy,500,10,1898.8913605870673,2387.2954460424985,488.4040854554312,0.8325082058282466,0.7870568005207068,0.04545140530753977,-69.41117747828196,0.00021136882434064086,0.00021136882434064086,0.0,-3.1446420136906577,-1.886592528790948e-05,0.2602562577364729
hetero,E_noisy,20,10,6343.810533959755,725.4778222792847,-5618.33271168047,0.9539673763744526,0.895436611712282,0.058530764662170665,,,,,,,
hetero,E_noisy,40,10,822.2773819843917,725.4778222792847,-96.79955970510696,0.9320936572873065,0.895436611712282,0.03665704557502458,276.0766575987682,-0.0010936859543573042,-0.0010936859543573042,0.0,,,0.01722923234928067
hetero,E_noisy,60,10,1215.9180576726444,725.4778222792847,-490.44023539335967,0.9288462235247705,0.895436611712282,0.03340961181248858,-19.682033784412635,-0.00016237168812680003,-0.00016237168812680003,0.0,-14.78793456915904,4.656571331152521e-05,5.066554402596988
hetero,E_noisy,80,10,6561.607905029086,725.4778222792847,-5836.130082749802,0.9265225930528119,0.895436611712282,0.031085981340529978,-267.28449236782205,-0.00011618152359793021,-0.00011618152359793021,0.0,-12.380122929170472,2.309508226443491e-06,11.899778324812418
hetero,E_noisy,100,10,3213.6814786410405,725.4778222792847,-2488.2036563617557,0.9157369530766477,0.895436611712282,0.02030034136436576,167.3963213194023,-0.0005392819988082109,-0.0005392819988082109,0.0,21.73404068436122,-2.1155023760514033e-05,0.4263447903116978
hetero,E_noisy,120,10,609.7997848333151,725.4778222792847,115.67803744596961,0.9067174812537054,0.895436611712282,0.011280869541423488,130.19408469038626,-0.00045097359114711354,-0.00045097359114711354,0.0,-1.8601118314508014,4.415420383054868e-06,-0.04649058253339025
hetero,E_noisy,140,10,1330.2161326351397,725.4778222792847,-604.738310355855,0.9065099116780511,0.895436611712282,0.011073299965769112,-36.02081739009123,-1.0378478782718803e-05,-1.0378478782718803e-05,0.0,-8.310745104023875,2.2029755618219737e-05,-5.227771180318594
hetero,E_noisy,160,10,623.0125302056149,725.4778222792847,102.46529207366984,0.9009946291646164,0.895436611712282,0.005558017452334418,35.36018012147624,-0.0002757641256717347,-0.0002757641256717347,0.0,3.5690498755783735,-1.3269282344450796e-05,-0.16943740841120963
hetero,E_noisy,180,10,1651.0496930934478,725.4778222792847,-925.571870814163,0.9066921662518659,0.895436611712282,0.011255554539583934,-51.401858144391646,0.0002848768543624758,0.0002848768543624758,0.0,-4.338101913293395,2.8032049001710525e-05,-9.033028180397917
hetero,E_noisy,200,10,291.2579954905015,725.4778222792847,434.2198267887832,0.9054782457257187,0.895436611712282,0.010041634013436718,67.9895848801473,-6.069602630736082e-05,-6.069602630736082e-05,0.0,5.969572151226947,-1.727864403349183e-05,-0.4691368012370875
hetero,E_noisy,220,10,1690.9571229958653,725.4778222792847,-965.4793007165806,0.909167147636157,0.895436611712282,0.013730535923875076,-69.98495637526818,0.0001844450955219179,0.0001844450955219179,0.0,-6.898727062770774,1.2257056091463935e-05,-2.223480461167926
hetero,E_noisy,240,10,3244.134587613667,725.4778222792847,-2518.6567653343823,0.9091893512242529,0.895436611712282,0.01375273951197098,-77.65887323089008,1.1101794047951863e-06,1.1101794047951863e-06,0.0,-0.38369584278109486,-9.166745805856136e-06,2.608711303769051
hetero,E_noisy,260,10,214.95522548324823,725.4778222792847,510.5225967960365,0.9008264583437923,0.895436611712282,0.00538984663151032,151.45896810652093,-0.000418144644023033,-0.000418144644023033,0.0,11.45589206687055,-2.096274117139141e-05,-0.202696375235654
hetero,E_noisy,280,10,504.11159342002577,725.4778222792847,221.36622885925897,0.899889645687047,0.895436611712282,0.004453033974765042,-14.457818396838878,-4.684063283726392e-05,-4.684063283726392e-05,0.0,-8.295839325167991,1.8565200559288455e-05,0.43360711210144337
hetero,E_noisy,300,10,1424.8899894222848,725.4778222792847,-699.412167143,0.9068787619492289,0.895436611712282,0.011442150236946946,-46.03891980011295,0.0003494558131090952,0.0003494558131090952,0.0,-1.5790550701637036,1.9814822297317955e-05,-3.159525148651626
hetero,E_noisy,320,10,783.3545098823554,725.4778222792847,-57.87668760307065,0.9128945192199392,0.895436611712282,0.0174579075076573,32.07677397699647,0.0003007878635355177,0.0003007878635355177,0.0,3.9057846888554706,-2.4333974786788777e-06,0.08275047292855763
hetero,E_noisy,340,10,435.988102518717,725.4778222792847,289.4897197605677,0.9007843029378112,0.895436611712282,0.00534769122552925,17.36832036818192,-0.0006055108141064025,-0.0006055108141064025,0.0,-0.7354226804407276,-4.531493388209601e-05,-5.001836348098276
hetero,E_noisy,360,10,134.95075774605112,725.4778222792847,590.5270645332337,0.9039658341984215,0.895436611712282,0.00852922248613952,15.051867238633298,0.00015907656303051353,0.00015907656303051353,0.0,-0.11582265647743109,3.82293688568458e-05,2.0398895857913333
hetero,E_noisy,380,10,785.089518019332,725.4778222792847,-59.61169574004725,0.8975152905557164,0.895436611712282,0.0020786788434344894,-32.50693801366405,-0.00032252718213525157,-0.00032252718213525157,0.0,-2.3779402626148674,-2.4080187258288255e-05,-0.10094659384860832
hetero,E_noisy,400,10,996.5840342450389,725.4778222792847,-271.10621196575414,0.8967222288575573,0.895436611712282,0.0012856171452753085,-10.574725811285344,-3.965308490795905e-05,-3.965308490795905e-05,0.0,1.0966106101189352,1.4143704861364627e-05,4.547869484337189
hetero,E_noisy,420,10,700.9797990681725,725.4778222792847,24.49802321111224,0.8984544097138547,0.895436611712282,0.003017798001572758,14.780211758843318,8.660904281487247e-05,8.660904281487247e-05,0.0,1.2677468785064332,6.313106386141576e-06,-0.09036319394336419
hetero,E_noisy,440,10,443.5456872909711,725.4778222792847,281.93213498831363,0.8912320431606747,0.895436611712282,-0.004204568551607224,12.87170558886007,-0.0003611183276589991,-0.0003611183276589991,0.0,-0.09542530849916239,-2.2386368523693582e-05,11.508362636395493
hetero,E_noisy,460,10,150.38045067253523,725.4778222792847,575.0973716067494,0.9019169778225468,0.895436611712282,0.0064803661102648125,14.658261830921791,0.0005342467330936018,0.0005342467330936018,0.0,0.08932781210308605,4.476825303763005e-05,2.0398432822515526
hetero,E_noisy,480,10,496.127122468753,725.4778222792847,229.35069981053175,0.9039467060258852,0.895436611712282,0.008510094313603278,-17.287333589810885,0.00010148641016692328,0.00010148641016692328,0.0,-1.5972797710366338,-2.1638016146333926e-05,0.39880324816953144
hetero,E_noisy,500,10,921.2855044723756,725.4778222792847,-195.80768219309084,0.9043312325036629,0.895436611712282,0.008894620791380925,-21.25791910018113,1.9226323888882347e-05,1.9226323888882347e-05,0.0,-0.19852927551851227,-4.113004313902047e-06,-0.8537479168576724
